id	dialog	joy	sadness	trust	disgust	fear	anger	surprise	anticipation
996	And no one had changed it was just like sort of random bus accident to them.	0	1	0	1	1	0	0	0
997	Driving my new car and I felt guilty you know opening my bank book seeing a new refrigerator.	1	0	1	0	0	0	0	0
998	'Cause you can take those things out of a war.  But you have to realize that those things came out of the love that a man can have for another man...	1	0	1	0	0	0	1	0
999	And if you can't see that then it's just loot and there's blood all over it.	0	0	0	0	1	1	1	0
1000	Do you still feel that way?	0	0	0	0	0	0	0	0
1001	I want you to know Annie.	0	1	0	1	1	1	0	0
1002	And your money there's nothing wrong in your money.  Your father put hundreds of planes into the air.  You should be proud of that a man should be paid for that.	1	0	0	0	0	0	0	0
1003	Annie...	0	1	0	1	1	1	0	0
1004	I'm going to make a fortune for you.	1	0	1	0	0	0	0	0
1005	What would I do with a fortune?	1	0	1	0	0	0	0	0
1006	Look at this, all of the hairs are standing up on my arm.	0	0	0	1	0	0	0	0
1007	That's the wind.	0	0	0	0	0	0	0	0
1008	About what?	0	0	0	0	0	0	0	0
1009	About what I was saying.	0	0	0	0	0	0	0	0
1010	I think it's ridiculous.	0	0	0	1	0	0	0	0
1011	It's PR! Somebody sold you a bunch of crap that there is this wonderful thing that is going to happen tonight on the beach.	1	0	1	0	0	0	0	0
1012	Are we talking about the same thing, here?	0	1	0	1	1	1	0	0
1013	I'm sorry, it's just fish to me.	0	1	0	0	1	0	0	0
1014	Carla, can I ask you something?  Now, don't take this the wrong way, but are you on your period?	1	0	0	0	0	0	1	0
1015	Don't ask me that.  I hate it when you ask me that, you always ask me that.  It's insulting.	0	1	0	1	0	1	0	0
1016	We just have different ideas of what this night is supposed to look like.	1	0	0	0	0	0	0	0
1017	For God- Grow up, Augie.  The fish are not going to arrive.	0	1	0	1	1	1	0	0
1018	Why not?	0	0	0	0	0	0	0	0
1019	Because they never do.  Have they...Have they ever?	0	0	0	0	0	0	0	0
1020	We've missed them twice.	0	1	0	1	1	1	0	0
1021	Twice is every time we have tried; that's ever.	0	0	0	0	0	0	0	0
1022	They'll show up this time.	0	0	0	0	0	0	0	0
1023	No they won't.  It's like waiting for Santa Claus.	0	1	0	0	1	0	0	1
1024	I thought you wanted to see it.	1	0	0	0	0	0	1	0
1025	No. Of course not.	1	0	1	0	0	0	0	0
1026	I did want to see it, I still do, I always do.  I just...	1	0	0	0	0	0	1	0
1027	I feel like I'm always just standing here waiting.  I feel like this night is going to be the night, but it never is.	1	0	0	0	0	0	1	0
1028	It's just fish, it's nothing to get traumatized over.	0	1	0	0	1	0	1	0
1029	For God's sake, this is not about fish.	1	0	0	0	0	0	1	0
1030	Okay.  I'm trying to work this backwards and pinpoint the exact moment where we took a turn for the worst here.	0	1	0	1	1	1	0	0
1031	Okay.  So I am putting out the pets, getting the car out of the garage.	0	1	0	1	1	1	0	0
1032	Do you remember the first year we came here?  It was like four years after we got married.	1	0	0	0	0	0	1	0
1033	We thought I was pregnant, we got a bottle of champagne, we had no glasses.  We took off our shoes and you asked me to dance.	1	0	0	0	0	0	0	1
1034	You whispered the sweetest, most intimate things to me right into my ear so I could feel them as much as hear them.  And I remember thinking, this is it.  You know, finally, I am as happy as I'm supposed to be.	1	0	0	0	0	0	0	1
1035	Wait a minute, I got it.	0	0	0	0	1	0	0	1
1036	Drinking champagne from the bottle,	0	0	0	0	0	0	0	0
1037	It's when we were driving past that Knickerbocker Liquor Locker, you said, let's get some champagne.  I said no, time's a wasting or something like that.	0	1	0	0	1	0	0	0
1038	dancing barefoot in the sand.	0	1	0	1	1	1	0	0
1039	I'd rather not remember some things.  I'd rather not hope for some things.	0	1	0	0	1	0	1	1
1040	Listen, do you want to dance?	1	0	0	0	0	0	1	0
1041	No.	0	0	0	0	0	0	0	0
1042	No.	0	0	0	0	0	0	0	0
1043	No, no. Nothing.	0	0	0	1	0	0	0	0
1044	Then what?	0	0	0	0	0	0	0	0
1045	No.	0	0	0	0	0	0	0	0
1046	What?  What?  Do you want a divorce?	0	1	0	0	1	0	0	0
1047	A vacation?	1	0	0	0	0	0	0	0
1048	No.	0	0	0	0	0	0	0	0
1049	I just want something to turn out like I expected it to.	1	0	0	0	0	0	0	0
1050	Well welcome to the human race, huh?  Do you think I had some grand fantasy going that four years down the line we would come to this beach and be arguing over fish?  No.	1	0	1	0	0	0	0	0
1051	No I'm just like you.  I thought it was going to be all roses and peaches and the bills would just pay themselves.  And we'll have three, fat rosy cheeked children.  Huh, baby, the joke's on us.  Because you know what you get?	0	1	0	0	1	0	1	0
1052	This? What is this?  This is nothing.  This isn't even anything.	0	0	0	1	0	0	0	0
1053	Yes it is.	1	0	1	0	0	0	0	0
1054	Right	0	0	0	0	0	0	0	0
1055	I mean this is a lot of things, but it's just...	0	0	0	0	0	0	0	0
1056	[BREATHING]	1	0	0	0	0	0	0	1
1057	I know you are Augie, I know.	0	0	0	0	0	0	0	0
1058	I know you meant this to be special, I know that you wanted it to be right, but I just can't help thinking that, I can't help wishing that I was somewhere else.	1	0	0	0	0	0	1	0
1059	I didn't say that.	0	0	0	0	0	0	0	0
1060	I just- I know I don't make you happy.	1	0	0	0	0	0	0	0
1061	Don't be ridiculous.  Anything that- anything I am doing, I'd rather be doing it with you.	1	0	1	0	0	0	0	0
1062	Yeah?	1	0	1	0	0	0	0	0
1063	You know, actually now that you mention it, no I don't.	0	0	0	0	0	0	0	0
1064	So maybe we are in the wrong spot, but we are with the right person.	1	0	0	0	0	0	0	1
1065	I don't know, it seemed like such a good spot to me.	1	0	0	0	0	0	0	0
1066	We have a great view of the moon from here, though, huh?	1	0	0	0	0	0	1	1
1067	Hmm.  I noticed that, it's pretty. Big old white moon.	0	1	0	1	1	1	0	0
1068	[BREATHING]	1	0	0	0	0	0	0	1
1069	And look what I got here.	0	0	0	1	1	1	1	0
1070	Augie, you bought refreshments.	1	0	0	0	0	0	0	0
1071	I guess we don't need glasses.	0	0	0	0	0	0	0	0
1072	[BREATHING]	1	0	0	0	0	0	0	1
1073	Shh.  If we're very quiet, the fish might come.	1	0	1	0	0	0	0	0
1074	Or not.	0	0	0	0	0	0	0	0
1075	Why did he invite her here?	1	0	1	0	0	0	0	0
1076	Well, maybe he wanted see her.	1	0	0	0	0	0	0	1
1077	It's been three and a half years.  Why all of a sudden?	0	0	0	0	0	0	0	0
1078	Well uh, He grew up next door to the girl, why wouldn't he want to see her?	1	0	0	0	0	0	0	0
1079	Don't look at me like that.  He didn't tell me anything he told you.	0	1	0	0	1	0	0	0
1080	How do you know he's even thinking about it?	1	0	1	0	0	0	0	0
1081	it's got that about it.	0	0	0	0	0	0	0	0
1082	Oh so what?	0	0	0	0	0	0	0	0
1083	What is going on here, Joe?	1	0	0	0	0	0	1	0
1084	Okay, now listen, kids...	1	0	1	0	0	0	0	0
1085	The girl is not Larry's.  If the girl is Larry's girl she's not his she know she's not.	0	0	0	0	0	0	0	0
1086	Listen. Line. You can't read her mind.	0	1	0	0	1	0	0	0
1087	Because she knows what I know that's why.  She's faithful as a rock. in my darkest moments I think of her waiting and I know that I'm right.	0	0	0	1	1	1	0	0
1088	Okay, look it's a beautiful day.  Why are we arguing?	0	1	0	0	1	1	0	0
1089	I want you to---act like he is coming back.  Don't think I haven't noticed you, both of you since Chris invited her here.  I won't stand for any nonsense.	0	1	0	1	0	1	0	0
1090	Oh, laugh at me, laugh all you like but why does this happen to very night she comes back?  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe look.	0	1	0	0	1	0	0	0
1091	All right, calm yourself.	1	0	1	0	0	0	0	0
1092	Believe with me Joe, you got to believe. Only last week a boy came back missing longer then Larry you read it yourself.	1	0	0	0	0	0	0	0
1093	Okay, calm yourself. Alright.	1	0	1	0	0	0	0	0
1094	calm yourself.	1	0	1	0	0	0	0	0
1095	You above all have got to believe. Just don't stop believing.	1	0	1	0	0	0	0	0
1096	What does that mean? Me above all? What does that mean?	0	0	0	0	0	0	0	0
1097	Look at you. You're shaking.	0	0	0	0	0	1	0	0
1098	What the hell do you want from me, Kate?	0	0	0	0	0	1	0	0
1099	[LAUGHTER]	1	0	0	0	0	0	1	1
1100	Oh you knew there was nothing in that.	0	0	0	1	0	0	0	0
1101	I knew nothing of the sort. You took presents from him.	1	0	0	0	0	0	1	0
1102	Presents? It was a trivial little broach.	0	1	0	1	1	1	0	0
1103	It was bristling with diamonds in the worst possible taste.	1	0	1	0	0	0	0	0
1104	You sent out of your way to torture me over Peter Burden.	0	1	0	0	1	0	1	0
1105	I did not you worked whole thing up in your jealous imagination.	1	0	1	0	0	0	0	1
1106	Well, you let him kiss you.  You said you did.	1	0	0	0	0	0	0	0
1107	Well, what of it?	1	0	0	0	0	0	0	1
1108	What of it?	0	0	0	0	0	0	0	0
1109	It gave him a lot, a great deal of pleasure and it didn't hurt me.	1	0	0	0	0	0	1	0
1110	If you hadn't been so suspicious and nosey you'd never known a thing about it.	1	0	0	0	0	0	1	1
1111	I'm bored with this conversation.	0	1	0	1	0	0	0	1
1112	So am I.  I'm bored stiff.  You want some brandy?	0	0	0	1	1	0	0	0
1113	No, thank you.	1	0	1	0	0	0	0	0
1114	I don't see why you want any you already had two glasses.	0	0	0	0	0	0	0	0
1115	I just think it's silly you know to go on and on and on about such a thing.	0	0	0	1	0	0	0	0
1116	You can hardly call three glasses of liquor in a whole evening going on and on and on.	0	0	0	0	0	1	0	0
1117	Hmm.  Well, you needn't be so grand just because you don't happen to want any at the moment, okay?	1	0	0	0	0	0	0	1
1118	Do be quiet.	1	0	1	0	0	0	0	0
1119	Don't be stupid, what?	1	0	1	0	0	0	0	0
1120	Nothing.	0	0	0	1	0	0	0	0
1121	Are you going out somewhere dear?	1	0	1	0	0	0	0	1
1122	No, darling I'm just making myself fascinating for you.	1	0	1	0	0	0	1	0
1123	As matter the fact that's perfectly true.	1	0	1	0	0	0	0	0
1124	Yes, it is.	1	0	1	0	0	0	0	0
1125	Don't be stupid, shut up.	1	0	1	0	0	0	0	0
1126	You know, it's a pity you didn't have any more brandy. It would have made you just a little less disagreeable.	0	1	0	0	1	0	0	1
1127	You know what?  You snap, you snap, you snap you're like a little adder.	0	1	0	0	1	1	0	0
1128	Adders don't snap, they sting.	0	1	0	0	1	0	0	0
1129	Nonsense.  They have a bag of venom behind of fangs and they snap.	0	0	0	1	1	1	1	0
1130	I don't care.  I don't care, do you understand?  I don't mind if they bark and they roll about like hoops.	0	0	0	0	0	1	0	0
1131	Did you see much of Peter Burden after our divorce?	0	1	0	0	1	0	0	0
1132	I suppose you let him just kiss you or good deal more than too.	1	0	0	0	0	0	1	0
1133	Oh, mind you own business.	0	0	0	0	0	1	0	0
1134	I suppose you two had a riotous time, huh?  No restrain at all, very enjoyable, he never had much any how.	1	0	1	0	0	0	0	0
1135	You're quite insufferable, I expect it's because you're drunk.	0	1	0	0	1	0	0	0
1136	I am not in the least bit drunk.	1	0	0	0	0	0	0	1
1137	I think I told you once before that I had three minute liquor glasses the whole evening long.  A Child of two cannot get drunk on that.	0	1	0	0	1	0	0	0
1138	On the contrary, a child two could get violently drunk on only one glass of brandy.	0	1	0	0	1	0	0	0
1139	Shut up.	0	0	0	0	0	1	0	0
1140	Not very funny darling.  Why don't you have some more brandy?	0	1	0	0	0	0	0	0
1141	Would you uh...turn that off please? You're going to wake the people upstairs.	0	1	0	1	1	1	0	0
1142	Well then you'll wake the people downstairs.	1	0	0	0	0	0	0	1
1143	They are away in Tunis.	0	0	0	0	0	0	0	0
1144	This is no time a year for Tunis.	0	0	0	1	1	1	1	0
1145	Turn it on again, please.	1	0	0	0	0	0	1	0
1146	I will do no such thing.	0	0	0	0	0	0	0	0
1147	Very well if you insist on being boorish and idiotic.	0	0	0	1	1	0	1	0
1148	Stop it. No. Go away.	0	1	0	1	1	1	0	0
1149	Amanda listen. Listen.	0	0	0	0	0	0	0	0
1150	listen Oh I'm sick and tired of listening to you, you damn sadistic bully.	0	0	0	1	1	1	1	0
1151	That's very amusing indeed.	1	0	0	0	0	0	0	0
1152	You...You're an evil minded, self-centered little wench and I never want to see you again.	0	0	0	0	1	0	1	0
1153	This is the end do you hear me?  Finally and forever.	1	0	0	0	0	0	0	1
1154	Oh yes I am...Oh yes I am. Let go of me. You let go. You...urgh...You're a cruel friend. I loathe and I hate you. Marry you again...Ha...Never, never, never, never. I hope you die in torment. You beast.	1	0	0	0	0	0	0	1
1155	No you're not.	0	0	0	0	0	0	0	0
1156	Shut up. Shut up. I wouldn't marry you again if you came crawling back to me on a bended knee. You are an evil tempered little vampire and I never want to see you again as long as I live.	0	1	0	0	1	0	1	0
1157	What time is it?  I think it's supposed to run around midnight, right?  God, this is great, isn't it, Carla?  Look at this night we got here, huh.	0	1	0	0	1	1	0	0
1158	Fine.	1	0	0	0	0	0	0	0
1159	I don't know, probably if you can't tell, though, it's probably not them, right?  It's probably going to be like this unmistakable thing, right?	1	0	0	0	0	0	0	0
1160	Oh no.  you know what I forgot?	0	1	0	1	1	0	0	0
1161	My flashlight.  God, how could I be so stupid?  I can't believe I forgot my flashlight.	1	0	0	0	0	0	1	0
1162	What flashlight?	0	0	0	0	0	0	0	0
1163	That's not your flashlight.	0	0	0	0	0	0	0	0
1164	You keep saying my flashlight like it's just yours.	0	0	0	0	0	0	0	0
1165	How's that supposed to make me feel?	0	1	0	1	1	0	0	0
1166	Yeah.	1	0	1	0	0	0	0	0
1167	Huh.  Are you cold?  Do you want my jacket?  No?  you know, we should have brought the blanket?  Our blanket.	1	0	0	0	0	0	1	1
1168	Aw.  Do you know, I should have brought a six pack, too.  A six pack, that would be just the ticket right about now.  Huh?	0	0	0	0	0	1	0	0
1169	God, I'm so excited, I'm like a kid.  I can't believe I got out of the house with my fly zipped up.	0	0	0	0	1	0	1	0
1170	[LAUGHTER]	1	0	0	0	0	0	1	1
1171	I wonder if they can hear me talk or like feel the vibrations in the sand when we move around.	1	0	0	0	0	0	0	0
1172	I'm cold.	0	0	0	1	0	0	0	0
1173	What?  We just got here.  What's the point of coming all the way down here if we just turn around and go home?	0	1	0	1	0	1	0	0
1174	Right.	0	0	0	0	0	0	0	0
1175	That's my point.	0	0	0	0	0	0	0	0
1176	Wait, that's my point, too.	0	0	0	0	1	0	0	1
1177	Honey, this is like a natural phenomenon. I mean... People in Kansas would have to get plane reservations and get hotel rooms to see this.  It's just forty minutes away for us; it's too good to pass up.	1	0	1	0	0	0	0	0
1178	Pass what up?  I mean these fish swim out of the ocean, they flop around on the beach, they swim away and then they die.	0	1	0	0	1	0	0	0
1179	Yeah.  But this..this moment on the beach is like the highlight of their little lives.  All that flopping around is laying eggs or what to do - spawning or mating or whatever.	1	0	0	0	0	0	0	1
1180	I don't see why you're so excited; this isn't a freaking moon landing we are talking about.  It's fish.  It's a fish nobody even eats.	0	1	0	1	1	1	0	0
1181	Yeah they do.	1	0	1	0	0	0	0	0
1182	okay... well, Whatever.  But it's a fish who do something no other fish do.  It's like those swallows returning to Capistrano or like those lemmings that throw themselves off the cliffs.	0	1	0	1	1	1	0	0
1183	I'm just not.	0	0	0	0	0	0	0	0
1184	God, I don't get it.  you know the first time we came here, you said it was the best night of your life?	1	0	0	0	0	0	1	0
1185	Last time, you'll also remember, we got our shoes wet, I got sand in my panties, you got a sore throat and we got into a big fight and we did not see the grunions.	0	1	0	1	1	1	0	0
1186	Ahh...we weren't in a good spot.	1	0	0	0	0	0	0	0
1187	Hmm.  We didn't see them the year before either.	0	1	0	1	1	1	0	0
1188	Look there, see?  What's that?  No, that's - that's just seaweed.	0	0	0	0	0	0	0	0
1189	God, this is great.  Think about this.  I know you are not interested, but just think about this.	1	0	0	0	0	0	1	0
1190	Just all at once, they turned and they formed this line as long as the California coast.  And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming.	0	1	0	0	1	1	0	0
1191	They are swimming right now.  They are swimming as if that is the only thing that matters to them.	1	0	0	0	0	0	1	0
1192	It's single mindedness with no mind.  It is urgency that is just pure urge.	1	0	0	0	0	0	1	1
1193	And they are swimming right now to this very point where we stand for this huge celebration of sex and death.	1	0	0	0	0	0	0	1
1194	That's the wind.	0	0	0	0	0	0	0	0
1195	So what do you think?	0	0	0	0	0	0	0	0
1196	About all of that, about all I was talking about.	0	1	0	1	1	1	0	0
1197	He saw it.	0	1	0	0	1	0	0	0
1198	I was out here at four this morning I heard a crack and I looked out the window and he was standing right over there.	0	1	0	1	1	0	0	0
1199	What was he doing here at four in the morning?	0	0	0	0	0	0	0	0
1200	Did you talk to him?	0	0	0	0	0	0	0	0
1201	No.  I figured I'd just let it wait.	0	0	0	0	1	0	0	1
1202	Cried hard?	0	1	0	0	1	0	0	0
1203	What is he doing out here at that hour?	0	0	0	0	0	0	0	0
1204	He's dreaming about him again, walking the streets.	1	0	0	0	0	0	1	0
1205	I guess he is.	0	0	0	0	0	0	0	0
1206	It's getting to be just like after he died.  What is the meaning of that?	1	0	0	0	0	0	1	0
1207	I don't know the meaning of it.  But I know we've made terrible mistake with father.	0	0	0	1	0	1	0	0
1208	What?	0	0	0	0	0	0	0	0
1209	I just--why shouldn't he walk the nights waiting for him, huh?  Do we contradict him do we say we don't have any hope any more that he's not coming back?	0	1	0	0	1	1	0	0
1210	What do you want to do, argue with him?	0	0	0	0	0	1	0	0
